"id_hecho","fecha","año","mes","dia","hora_detallada","hora","dia_semana","","direccion","comuna","tipo_de_calle","geocodificacion_caba","longitud","latitud","causante","afectado","n_victimas","","",""
"LC-2023-0006374","2023-01-07","2023","Enero","7","7:15:00 PM","19","Sábado","TRES ARROYOS y OROÑO, NICASIO","Tres Arroyos Y Oroño, Nicasio","6","Calle","POINT(100399.4321 102347.2656)","-58.45894","-34.60811","Moto","Auto","1","","",""
"LC-2023-0006391","2023-01-07","2023","Enero","7","10:25:00 PM","22","Sábado","CABRERA, JOSÉ A. y ANCHORENA, TOMÁS MANUEL DE, DR.","Cabrera, José A. Y Anchorena, Tomás Manuel De, Dr.","2","Calle","POINT(105113.1011 103579.8671)","-58.40756","-34.59698","Moto","Auto","1","","",""
"LC-2023-0006688","2023-01-07","2023","Enero","7","9:30:00 PM","21","Sábado","GARAY, JUAN DE AV. y HUERGO, ING. AV.","Garay, Juan De Av. Y Huergo, Ing. Av.","1","Avenida","POINT(108967.8128 100588.7665)","-58.36551","-34.62392","Bicicleta","Auto","1","","",""
"LC-2023-0006695","2023-01-07","2023","Enero","7","2:10:00 AM","2","Sábado","ALBERDI, JUAN BAUTISTA AV. y OLIDEN","Alberdi, Juan Bautista Av. Y Oliden","9","Avenida","POINT(96262.45072 97363.01995)","-58.50406","-34.65303","Moto","Auto","1","","",""
"LC-2023-0006856","2023-01-08","2023","Enero","8","12:15:00 PM","12","Domingo","ARTIGAS, JOSÉ GERVASIO, GRAL. y JUSTO, JUAN B. AV.","Artigas, José Gervasio, Gral. Y Justo, Juan B. Av.","11","Avenida","POINT(99178.87186 101713.4559)","-58.47225","-34.61382","Moto","Moto","1","","",""
"LC-2023-0006885","2023-01-08","2023","Enero","8","12:10:00 PM","12","Domingo","IRIGOYEN, BERNARDO DE e INDEPENDENCIA AV.","Irigoyen, Bernardo De E Independencia Av.","1","Avenida","POINT(107613.9702 101287.3249)","-58.38028","-34.61763","Peatón","Auto","1","","",""
"LC-2023-0007040","2023-01-08","2023","Enero","8","4:30:00 PM","16","Domingo","AIZPURÚA y GERCHUNOFF, ALBERTO","Aizpurúa Y Gerchunoff, Alberto","12","Calle","POINT(96178.01801 107294.2293)","-58.50494","-34.56351","Monopatín","Transporte Público","1","","",""
"LC-2023-0007342","2023-01-08","2023","Enero","8","1:45:00 AM","1","Domingo","OBLIGADO RAFAEL, AV.COSTANERA 5000","Obligado Rafael, Av.costanera 5000","14","Avenida","POINT(103986.9078 108347.1003)","-58.41986","-34.55401","Auto","Auto","1","","",""
"LC-2023-0007387","2023-01-08","2023","Enero","8","10:00:00 PM","22","Domingo","CARRIL, SALVADOR MARÍA DEL AV. y ESTADO PLURINACIONAL DE BOLIVIA","Carril, Salvador María Del Av. Y Estado Plurinacional De Bolivia","15","Avenida","POINT(97110.65934 104511.8373)","-58.49479","-34.58859","Moto","Transporte Público","1","","",""
"LC-2023-0007436","2023-01-08","2023","Enero","8","11:10:00 PM","23","Domingo","RIVADAVIA AV. 8844","Rivadavia Av. 8844","10","Avenida","POINT(97695.49565 99303.76731)","-58.48843","-34.63554","Moto","Múltiple","1","","",""
"LC-2023-0007470","2023-01-09","2023","Enero","9","1:00:00 AM","1","Lunes","BOEDO y YRIGOYEN, HIPÓLITO AV.","Boedo Y Yrigoyen, Hipólito Av.","5","Avenida","POINT(104223.8137 101707.1701)","-58.41724","-34.61387","Peatón","Transporte Público","2","","",""
"LC-2023-0007806","2023-01-09","2023","Enero","9","7:39:00 AM","7","Lunes","LAVALLE y ECUADOR","Lavalle Y Ecuador","3","Calle","POINT(105126.5498 102910.4058)","-58.40741","-34.60302","Auto","Auto","1","","",""
"LC-2023-0007877","2023-01-09","2023","Enero","9","8:30:00 AM","8","Lunes","PAZ, JOSÉ C. y TABORDA, DIOGENES","Paz, José C. Y Taborda, Diogenes","4","Av. General Paz","POINT(104784.8889 98222.65142)","-58.41111","-34.64527","Moto","Auto","1","","",""
"LC-2023-0008019","2023-01-09","2023","Enero","9","8:50:00 AM","8","Lunes","BONORINO, ESTEBAN, CNEL. AV. e ITAQUI","Bonorino, Esteban, Cnel. Av. E Itaqui","4","Avenida","POINT(102769.925 97245.25549)","-58.43308","-34.65409","Auto","Auto","1","","",""
"LC-2023-0008120","2023-01-09","2023","Enero","9","9:00:00 AM","9","Lunes","LUNA y MIRAVE","Luna Y Mirave","4","Calle","POINT(106052.8428 98299.43066)","-58.39728","-34.64458","Moto","Auto","1","","",""
"LC-2023-0008130","2023-01-09","2023","Enero","9","10:49:00 AM","10","Lunes","SAN JUAN AV. 4139","San Juan Av. 4139","5","Avenida","POINT(103659.288 100315.4274)","-58.42339","-34.62641","Moto","Taxi","4","","",""
"LC-2023-0008133","2023-01-09","2023","Enero","9","1:20:00 PM","13","Lunes","PAZ, GRAL. AV. y CHAVEZ, JORGE","Paz, Gral. Av. Y Chavez, Jorge","9","Av. General Paz","POINT(94030.47834 97680.92008)","-58.52841","-34.65015","Moto","Camión","1","","",""
"LC-2023-0008333","2023-01-09","2023","Enero","9","11:45:00 AM","11","Lunes","VÉLEZ SÁRSFIELD AV. y ALCORTA, AMANCIO AV.","Vélez Sársfield Av. Y Alcorta, Amancio Av.","4","Avenida","POINT(106731.1472 98784.658)","-58.38988","-34.6402","Moto","Auto","1","","",""
"LC-2023-0008348","2023-01-09","2023","Enero","9","2:45:00 PM","14","Lunes","CORRIENTES AV. 2945","Corrientes Av. 2945","3","Avenida","POINT(105156.2963 102772.2983)","-58.40708","-34.60426","Bicicleta","Moto","1","","",""
"LC-2023-0008372","2023-01-09","2023","Enero","9","2:45:00 PM","14","Lunes","CHARCAS y ARÁOZ","Charcas Y Aráoz","14","Calle","POINT(104162.8068 104626.7516)","-58.41792","-34.58755","Moto","Transporte Público","1","","",""
"LC-2023-0008459","2023-01-09","2023","Enero","9","3:28:00 PM","15","Lunes","CRÁMER AV. e IBERÁ","Crámer Av. E Iberá","13","Avenida","POINT(99483.54564 108133.1752)","-58.46892","-34.55595","Bicicleta","Transporte Público","1","","",""
"LC-2023-0008636","2023-01-09","2023","Enero","9","6:00:00 PM","18","Lunes","BRANDSEN y BRIN, MINISTRO","Brandsen Y Brin, Ministro","4","Calle","POINT(109787.8342 99542.46359)","-58.35655","-34.63334","Bicicleta","Múltiple","1","","",""
"LC-2023-0008650","2023-01-09","2023","Enero","9","2:00:00 PM","14","Lunes","SARMIENTO y PUEYRREDÓN AV.","Sarmiento Y Pueyrredón Av.","3","Avenida","POINT(105260.5074 102519.4156)","-58.40595","-34.60654","Moto","Auto","1","","",""
"LC-2023-0008810","2023-01-09","2023","Enero","9","5:30:00 PM","17","Lunes","RIVADAVIA AV. 8840","Rivadavia Av. 8840","10","Avenida","POINT(97701.08605 99305.39721)","-58.48837","-34.63552","Moto","Auto","1","","",""
"LC-2023-0008832","2023-01-09","2023","Enero","9","4:50:00 PM","16","Lunes","ENTRE RÍOS AV. 245","Entre Ríos Av. 245","3","Avenida","POINT(106550.5994 101897.2124)","-58.39188","-34.61214","Moto","Auto","1","","",""
"LC-2023-0009214","2023-01-09","2023","Enero","9","7:00:00 PM","19","Lunes","PÉREZ, ROQUE y AZURDUY JUANA","Pérez, Roque Y Azurduy Juana","12","Calle","POINT(98711.8599 108048.9147)","-58.47733","-34.55671","Peatón","Objeto Fijo","1","","",""
"LC-2023-0009305","2023-01-09","2023","Enero","9","12:00:00 PM","12","Lunes","BULLRICH, INT. AV. y DEL LIBERTADOR AV.","Bullrich, Int. Av. Y Del Libertador Av.","14","Avenida","POINT(103675.2853 106444.7073)","-58.42324","-34.57116","Moto","Utilitario","1","","",""
"LC-2023-0009440","2023-01-10","2023","Enero","10","1:20:00 AM","1","Martes","BERRO, ADOLFO AV. y CASARES AV.","Berro, Adolfo Av. Y Casares Av.","14","Avenida","POINT(105054.1361 105990.8039)","-58.40822","-34.57525","Auto","Moto","1","","",""
"LC-2023-0009461","2023-01-10","2023","Enero","10","6:05:00 AM","6","Martes","LARRALDE, CRISÓLOGO AV. 1574","Larralde, Crisólogo Av. 1574","13","Avenida","POINT(100287.8409 109350.4283)","-58.46016","-34.54498","Bicicleta","Transporte Público","1","","",""
"LC-2023-0009766","2023-01-10","2023","Enero","10","10:20:00 AM","10","Martes","PAZ, GRAL. AV. y PIZARRO","Paz, Gral. Av. Y Pizarro","9","Av. General Paz","POINT(94823.74066 96559.38791)","-58.51976","-34.66027","Moto","Taxi","1","","",""
"LC-2023-0009777","2023-01-10","2023","Enero","10","11:00:00 AM","11","Martes","CATAMARCA 363","Catamarca 363","3","Calle","POINT(105225.3587 101652.0618)","-58.40632","-34.61436","Transporte Público","Auto","1","","",""
"LC-2023-0010287","2023-01-10","2023","Enero","10","10:42:00 AM","10","Martes","SAN JUAN AV. 2021","San Juan Av. 2021","3","Avenida","POINT(106312.4072 100711.9837)","-58.39446","-34.62283","Moto","Auto","1","","",""
"LC-2023-0010443","2023-01-10","2023","Enero","10","11:15:00 AM","11","Martes","BRAVARD 1105","Bravard 1105","15","Calle","POINT(102314.1773 102716.1599)","-58.43807","-34.60478","Moto","Auto","1","","",""
"LC-2023-0010610","2023-01-10","2023","Enero","10","12:15:00 PM","12","Martes","ZAPIOLA 1453","Zapiola 1453","13","Calle","POINT(100617.8153 106389.0197)","-58.45656","-34.57167","Moto","Auto","1","","",""
"LC-2023-0010614","2023-01-10","2023","Enero","10","11:10:00 AM","11","Martes","BLANCO ENCALADA 2712","Blanco Encalada 2712","13","Calle","POINT(100117.3733 107573.3204)","-58.46202","-34.561","Bicicleta","Moto","1","","",""
"LC-2023-0011024","2023-01-10","2023","Enero","10","3:30:00 PM","15","Martes","BALBÍN, RICARDO, DR. AV. y CONGRESO AV.","Balbín, Ricardo, Dr. Av. Y Congreso Av.","12","Avenida","POINT(99253.93304 107673.8405)","-58.47142","-34.56009","Bicicleta","Auto","1","","",""
"LC-2023-0011306","2023-01-10","2023","Enero","10","12:30:00 PM","12","Martes","SAN JUAN AV. 2400","San Juan Av. 2400","3","Avenida","POINT(105884.9333 100640.1401)","-58.39913","-34.62348","Peatón","Camión","1","","",""
"LC-2023-0011400","2023-01-10","2023","Enero","10","2:45:00 PM","14","Martes","OBLIGADO RAFAEL, AV.COSTANERA y SARMIENTO AV.","Obligado Rafael, Av.costanera Y Sarmiento Av.","14","Avenida","POINT(105630.6759 106804.2153)","-58.40194","-34.56791","Moto","Auto","1","","",""
"LC-2023-0011653","2023-01-10","2023","Enero","10","4:00:00 PM","16","Martes","ALBERDI, JUAN BAUTISTA AV. y CURAPALIGÜE","Alberdi, Juan Bautista Av. Y Curapaligüe","7","Avenida","POINT(100956.3045 100149.319)","-58.45287","-34.62792","Auto","Transporte Público","1","","",""
"LC-2023-0011658","2023-01-10","2023","Enero","10","5:30:00 PM","17","Martes","JUSTO, JUAN B. AV. 8661","Justo, Juan B. Av. 8661","10","Avenida","POINT(95644.93133 99403.71033)","-58.51079","-34.63463","Bicicleta","Auto","1","","",""
"LC-2023-0011726","2023-01-10","2023","Enero","10","7:00:00 PM","19","Martes","SUÁREZ y PALOS","Suárez Y Palos","4","Calle","POINT(109308.3018 99194.19525)","-58.36178","-34.63649","Transporte Público","Taxi","1","","",""
"LC-2023-0011744","2023-01-10","2023","Enero","10","6:05:00 PM","18","Martes","COSTA RICA 5701","Costa Rica 5701","14","Calle","POINT(102528.689 105269.4465)","-58.43567","-34.58186","Bicicleta","Auto","1","","",""
"LC-2023-0011784","2023-01-10","2023","Enero","10","5:45:00 PM","17","Martes","PERÓN, EVA AV. y OLIVERA AV.","Perón, Eva Av. Y Olivera Av.","9","Avenida","POINT(98586.40848 96837.59927)","-58.47872","-34.65777","Peatón","Camión","1","","",""
"LC-2023-0011802","2023-01-10","2023","Enero","10","6:50:00 PM","18","Martes","FERNÁNDEZ DE LA CRUZ, F., GRAL. AV. y ESCALADA AV.","Fernández De La Cruz, F., Gral. Av. Y Escalada Av.","8","Avenida","POINT(100452.4292 95131.95959)","-58.45836","-34.67315","Moto","Auto","1","","",""
"LC-2023-0011814","2023-01-11","2023","Enero","11","11:15:00 AM","11","Miércoles","AU DELLEPIANE KM 1,5","Au Dellepiane Km 1,5","8","Autopista","POINT(98747.797822 95189.804509)","-58.476963","-34.67263","Moto","Auto","1","","",""
"LC-2023-0011843","2023-01-11","2023","Enero","11","5:40:00 AM","5","Miércoles","DIRECTORIO AV. y CURAPALIGÜE","Directorio Av. Y Curapaligüe","7","Avenida","POINT(101074.9419 99848.19378)","-58.45157","-34.63063","Auto","Auto","1","","",""
"LC-2023-0011844","2023-01-11","2023","Enero","11","9:50:00 AM","9","Miércoles","PÉREZ, ROQUE y RIVERA, PEDRO I., DR.","Pérez, Roque Y Rivera, Pedro I., Dr.","12","Calle","POINT(99183.60982 107347.8085)","-58.47219","-34.56303","Moto","Moto","1","","",""
"LC-2023-0011896","2023-01-11","2023","Enero","11","9:30:00 AM","9","Miércoles","ESTADO PLURINACIONAL DE BOLIVIA y TRES ARROYOS","Estado Plurinacional De Bolivia Y Tres Arroyos","11","Calle","POINT(99126.99053 101534.6203)","-58.47281","-34.61543","Moto","Transporte Público","2","","",""
"LC-2023-0012185","2023-01-11","2023","Enero","11","1:20:00 PM","13","Miércoles","MANSILLA, LUCIO NORBERTO, GENERAL y SALGUERO, JERÓNIMO","Mansilla, Lucio Norberto, General Y Salguero, Jerónimo","14","Calle","POINT(104294.7295 104385.4563)","-58.41648","-34.58972","Peatón","Auto","1","","",""
"LC-2023-0012313","2023-01-11","2023","Enero","11","1:30:00 PM","13","Miércoles","URQUIZA, GRAL. y MORENO","Urquiza, Gral. Y Moreno","3","Calle","POINT(104899.8322 101693.3541)","-58.40987","-34.61399","Moto","Taxi","1","","",""
"LC-2023-0012407","2023-01-11","2023","Enero","11","3:25:00 PM","15","Miércoles","UGARTE, MANUEL y CONDE","Ugarte, Manuel Y Conde","12","Calle","POINT(99299.90046 107572.7415)","-58.47092","-34.561","Moto","Utilitario","1","","",""
"LC-2023-0012453","2023-01-11","2023","Enero","11","3:45:00 PM","15","Miércoles","ELCANO AV. 3577","Elcano Av. 3577","13","Avenida","POINT(100293.0817 105710.1051)","-58.4601","-34.57779","Moto","Transporte Público","1","","",""
"LC-2023-0012480","2023-01-11","2023","Enero","11","8:51:00 PM","20","Miércoles","LAFAYETTE e IRIARTE, GRAL. AV.","Lafayette E Iriarte, Gral. Av.","4","Avenida","POINT(106660.429 97558.89866)","-58.39064","-34.65125","Moto","Auto","1","","",""
"LC-2023-0012658","2023-01-11","2023","Enero","11","5:30:00 PM","17","Miércoles","SAN JOSÉ y GARAY, JUAN DE AV.","San José Y Garay, Juan De Av.","1","Avenida","POINT(107112.9584 100242.2286)","-58.38573","-34.62706","Peatón","Utilitario","1","","",""
"LC-2023-0012718","2023-01-11","2023","Enero","11","6:05:00 PM","18","Miércoles","ECHEANDIA y FONROUGE","Echeandia Y Fonrouge","8","Calle","POINT(98171.4539 96086.41083)","-58.48324","-34.66454","Moto","Moto","2","","",""
"LC-2023-0012763","2023-01-11","2023","Enero","11","8:28:00 PM","20","Miércoles","ESCALADA AV. y DELLEPIANE, LUIS, TTE. GRAL.","Escalada Av. Y Dellepiane, Luis, Tte. Gral.","8","Avenida","POINT(99200.1596 96240.93686)","-58.47202","-34.66315","Transporte Público","Auto","2","","",""
"LC-2023-0012841","2023-01-11","2023","Enero","11","9:30:00 PM","21","Miércoles","MONTES DE OCA, MANUEL AV. 819","Montes De Oca, Manuel Av. 819","4","Calle","POINT(108101.5103 99102.08475)","-58.37494","-34.63733","Peatón","Transporte Público","1","","",""
"LC-2023-0012883","2023-01-11","2023","Enero","11","4:30:00 PM","16","Miércoles","ECUADOR y CORRIENTES AV.","Ecuador Y Corrientes Av.","3","Avenida","POINT(105089.3881 102773.4478)","-58.40781","-34.60425","Peatón","Auto","1","","",""
"LC-2023-0012998","2023-01-11","2023","Enero","11","12:30:00 PM","12","Miércoles","LACROZE, FEDERICO AV. y CHARLONE","Lacroze, Federico Av. Y Charlone","15","Avenida","POINT(101017.4126 105191.4857)","-58.45221","-34.58247","Peatón","Transporte Público","1","","",""
"LC-2023-0013037","2023-01-12","2023","Enero","12","6:30:00 AM","6","Jueves","ARTIGAS, JOSÉ GERVASIO, GRAL. y BIARRITZ","Artigas, José Gervasio, Gral. Y Biarritz","11","Calle","POINT(98611.42796 102571.4529)","-58.47843","-34.60608","Bicicleta","Transporte Público","1","","",""
"LC-2023-0013154","2023-01-12","2023","Enero","12","6:50:00 AM","6","Jueves","BULNES y GORRITI","Bulnes Y Gorriti","14","Calle","POINT(104270.3622 103741.0615)","-58.41675","-34.59553","Auto","Auto","1","","",""
"LC-2023-0013421","2023-01-12","2023","Enero","12","7:35:00 AM","7","Jueves","SÁENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV. 567","Sáenz Peña, Roque, Pres. Diagonal Norte Av. 567","1","Avenida","POINT(108125.6917 102439.5003)","-58.37471","-34.60724","Transporte Público","Auto","1","","",""
"LC-2023-0013508","2023-01-12","2023","Enero","12","8:50:00 AM","8","Jueves","BRASIL y ENTRE RÍOS AV.","Brasil Y Entre Ríos Av.","4","Avenida","POINT(106636.3003 99991.34081)","-58.39093","-34.62932","Auto","Auto","1","","",""
"LC-2023-0013568","2023-01-12","2023","Enero","12","9:10:00 AM","9","Jueves","REMEDIOS y MIRALLA","Remedios Y Miralla","9","Calle","POINT(97345.53707 97149.19414)","-58.49225","-34.65496","Moto","Taxi","1","","",""
"LC-2023-0013710","2023-01-12","2023","Enero","12","12:18:00 PM","12","Jueves","PASCO y SAN JUAN AV.","Pasco Y San Juan Av.","3","Avenida","POINT(106138.2156 100687.0563)","-58.39636","-34.62305","Peatón","Transporte Público","1","","",""
"LC-2023-0013730","2023-01-12","2023","Enero","12","12:48:00 PM","12","Jueves","SANTA FE AV. y ESMERALDA","Santa Fe Av. Y Esmeralda","1","Avenida","POINT(107778.6672 103787.4094)","-58.3785","-34.59509","Bicicleta","Utilitario","1","","",""
"LC-2023-0013767","2023-01-12","2023","Enero","12","4:30:00 PM","16","Jueves","ALEM, LEANDRO N. AV. y CORRIENTES AV.","Alem, Leandro N. Av. Y Corrientes Av.","1","Avenida","POINT(108549.5417 102910.6622)","-58.37009","-34.60299","Transporte Público","Moto","2","","",""
"LC-2023-0013956","2023-01-12","2023","Enero","12","5:40:00 PM","17","Jueves","COBO AV. y SENILLOSA","Cobo Av. Y Senillosa","7","Avenida","POINT(103518.8844 98760.3816)","-58.42492","-34.64043","Moto","Utilitario","1","","",""
"LC-2023-0014072","2023-01-12","2023","Enero","12","6:50:00 PM","18","Jueves","PUEYRREDÓN AV. y CORRIENTES AV.","Pueyrredón Av. Y Corrientes Av.","3","Avenida","POINT(105304.2308 102739.3561)","-58.40547","-34.60456","Bicicleta","Auto","1","","",""
"LC-2023-0014131","2023-01-12","2023","Enero","12","5:45:00 PM","17","Jueves","CASTRO, EMILIO AV. y MOLINA","Castro, Emilio Av. Y Molina","9","Avenida","POINT(94632.45613 97149.4983)","-58.52185","-34.65495","Moto","Auto","1","","",""
"LC-2023-0014347","2023-01-12","2023","Enero","12","6:00:00 PM","18","Jueves","CASEROS AV. y JUJUY AV.","Caseros Av. Y Jujuy Av.","4","Avenida","POINT(105904.0933 99260.93125)","-58.39891","-34.63591","Moto","Taxi","1","","",""
"LC-2023-0014398","2023-01-12","2023","Enero","12","9:00:00 PM","21","Jueves","PIERES y CASTRO, EMILIO AV.","Pieres Y Castro, Emilio Av.","9","Avenida","POINT(95931.92823 97882.23149)","-58.50767","-34.64835","Moto","Camión","1","","",""
"LC-2023-0014413","2023-01-12","2023","Enero","12","10:45:00 PM","22","Jueves","CORRIENTES AV. y BILLINGHURST","Corrientes Av. Y Billinghurst","5","Avenida","POINT(104369.5119 102824.0283)","-58.41566","-34.6038","Moto","Taxi","1","","",""
"LC-2023-0014419","2023-01-12","2023","Enero","12","4:30:00 PM","16","Jueves","MORENO, PERITO AV. y CACHI","Moreno, Perito Av. Y Cachi","4","Avenida","POINT(104712.9728 97754.81012)","-58.41189","-34.64949","Peatón","Utilitario","1","","",""
"LC-2023-0014441","2023-01-12","2023","Enero","12","10:30:00 PM","22","Jueves","RODRÍGUEZ PEÑA 1973","Rodríguez Peña 1973","2","Calle","POINT(107062.9896 104530.5517)","-58.38631","-34.5884","Taxi","Objeto Fijo","1","","",""
"LC-2023-0014600","2023-01-12","2023","Enero","12","4:00:00 PM","16","Jueves","GALVÁN y RIVERA, PEDRO I., DR.","Galván Y Rivera, Pedro I., Dr.","12","Calle","POINT(98063.13841 106535.9609)","-58.4844","-34.57035","Moto","Transporte Público","1","","",""
"LC-2023-0014622","2023-01-13","2023","Enero","13","4:58:00 AM","4","Viernes","PAZ, GRAL. AV. y SUPERÍ","Paz, Gral. Av. Y Superí","12","Av. General Paz","POINT(97916.258847 109459.013381)","-58.486","-34.544","Auto","Auto","1","","",""
"LC-2023-0015249","2023-01-13","2023","Enero","13","6:35:00 AM","6","Viernes","AU 25 DE MAYO","Au 25 De Mayo","7","Autopista","POINT(101032.422302 99214.095807)","-58.45204","-34.636354","Peatón","Utilitario","2","","",""
"LC-2023-0015453","2023-01-13","2023","Enero","13","10:10:00 AM","10","Viernes","PERGAMINO y RECUERO, CASIMIRÓ, TTE. CNEL.","Pergamino Y Recuero, Casimiró, Tte. Cnel.","9","Calle","POINT(99842.74627 98127.74134)","-58.46501","-34.64614","Peatón","Auto","1","","",""
"LC-2023-0015532","2023-01-13","2023","Enero","13","10:35:00 AM","10","Viernes","JUSTO, JUAN B. AV. 8093","Justo, Juan B. Av. 8093","10","Avenida","POINT(96423.79786 99627.17881)","-58.5023","-34.63262","Moto","Moto","1","","",""
"LC-2023-0015631","2023-01-13","2023","Enero","13","12:35:00 PM","12","Viernes","LOPE DE VEGA AV. y ALCARAZ","Lope De Vega Av. Y Alcaraz","10","Avenida","POINT(95666.00218 100459.9445)","-58.51055","-34.62511","Bicicleta","Auto","1","","",""
"LC-2023-0015816","2023-01-13","2023","Enero","13","12:09:00 PM","12","Viernes","PERÓN, EVA AV. 2092","Perón, Eva Av. 2092","7","Avenida","POINT(101108.9691 99098.79702)","-58.4512","-34.63739","Bicicleta","Auto","1","","",""
"LC-2023-0015845","2023-01-13","2023","Enero","13","11:05:00 AM","11","Viernes","NUEVA YORK y NAZCA","Nueva York Y Nazca","15","Calle","POINT(96857.53125 104198.7414)","-58.49755","-34.59141","Moto","Múltiple","1","","",""
"LC-2023-0015952","2023-01-13","2023","Enero","13","2:00:00 PM","14","Viernes","WARNES AV. y DICKMAN, ADOLFO, DR.","Warnes Av. Y Dickman, Adolfo, Dr.","15","Avenida","POINT(100089.6328 103634.1016)","-58.46232","-34.59651","Moto","Camión","1","","",""
"LC-2023-0016023","2023-01-13","2023","Enero","13","1:00:00 PM","13","Viernes","VEDIA 3078","Vedia 3078","12","Calle","POINT(98241.63989 109625.4472)","-58.48266","-34.54178","Moto","Utilitario","3","","",""
"LC-2023-0016133","2023-01-13","2023","Enero","13","2:15:00 PM","14","Viernes","PAZ, GRAL. AV. y SCAPINO, RODOLFO","Paz, Gral. Av. Y Scapino, Rodolfo","8","Av. General Paz","POINT(96808.12556 94744.91831)","-58.49812","-34.67663","Utilitario","Utilitario","1","","",""
